codigo,descripcion,monto
PROD-01805,HP Mouse - Modelo 227,3364.03
PROD-01806,Kingston Teclado - Modelo 238,4669.69
PROD-01807,Razer Webcam - Modelo 678,1875.94
PROD-01808,HP Auricular - Modelo 672,145.07
PROD-01809,Samsung SSD - Modelo 992,3918.47
PROD-01810,HP SSD - Modelo 207,317.13
PROD-01811,HP Monitor - Modelo 575,4052.87
PROD-01812,Logitech Fuente - Modelo 125,3699.55
PROD-01813,LG SSD - Modelo 382,1409.15
PROD-01814,Samsung Mouse - Modelo 547,4125.82
PROD-01815,Samsung Mouse - Modelo 393,2379.08
PROD-01816,Sony Webcam - Modelo 972,2318.87
PROD-01817,Kingston Mouse - Modelo 991,4388.9
PROD-01818,ASUS Fuente - Modelo 452,347.05
PROD-01819,Logitech Auricular - Modelo 407,2578.47
PROD-01820,ASUS Teclado - Modelo 378,1853.9
PROD-01821,Logitech Auricular - Modelo 833,2653.5
PROD-01822,Corsair Laptop - Modelo 709,2163.76
PROD-01823,Dell Fuente - Modelo 987,1192.86
PROD-01824,Dell Webcam - Modelo 144,1249.14
PROD-01825,Dell SSD - Modelo 811,1900.27
PROD-01826,Corsair RAM - Modelo 948,196.17
PROD-01827,Kingston Gabinete - Modelo 514,25.13
PROD-01828,ASUS SSD - Modelo 332,1780.14
PROD-01829,HP Teclado - Modelo 735,3474.67
PROD-01830,HP Laptop - Modelo 571,653.94
PROD-01831,Razer SSD - Modelo 341,1348.57
PROD-01832,HP Laptop - Modelo 171,2492.19
PROD-01833,Samsung Mouse - Modelo 190,4640.46
PROD-01834,LG Mouse - Modelo 261,3936.72
PROD-01835,Sony Monitor - Modelo 212,3365.69
PROD-01836,Sony SSD - Modelo 823,3197.63
PROD-01837,Sony Webcam - Modelo 571,3901.76
PROD-01838,LG Auricular - Modelo 632,851.83
PROD-01839,Kingston Mouse - Modelo 781,4208.18
PROD-01840,HP Auricular - Modelo 647,4393.39
PROD-01841,ASUS Webcam - Modelo 964,1230.81
PROD-01842,Logitech Auricular - Modelo 203,1799.04
PROD-01843,ASUS Teclado - Modelo 979,63.87
PROD-01844,Dell Fuente - Modelo 544,1329.33
PROD-01845,LG Gabinete - Modelo 214,3089.81
PROD-01846,Samsung Mouse - Modelo 712,3982.42
PROD-01847,LG Monitor - Modelo 281,2289.0
PROD-01848,LG Mouse - Modelo 897,4280.82
PROD-01849,Sony RAM - Modelo 467,4468.52
PROD-01850,Sony RAM - Modelo 967,1880.27
PROD-01851,Razer Laptop - Modelo 897,3401.4
PROD-01852,Kingston Gabinete - Modelo 314,2676.23
PROD-01853,Samsung RAM - Modelo 274,1892.58
PROD-01854,LG Mouse - Modelo 965,2444.63
PROD-01855,Kingston Gabinete - Modelo 993,4999.74
PROD-01856,HP Auricular - Modelo 731,4242.84
PROD-01857,Samsung Gabinete - Modelo 355,62.33
PROD-01858,ASUS Auricular - Modelo 793,2387.54
PROD-01859,Corsair RAM - Modelo 110,3699.21
PROD-01860,Samsung Gabinete - Modelo 605,1661.31
PROD-01861,Logitech Monitor - Modelo 761,3010.13
PROD-01862,HP Gabinete - Modelo 754,3352.94
PROD-01863,Kingston Laptop - Modelo 250,1445.81
PROD-01864,Corsair Auricular - Modelo 618,4158.83
PROD-01865,ASUS Fuente - Modelo 209,713.9
PROD-01866,Samsung Mouse - Modelo 414,4535.41
PROD-01867,Razer Webcam - Modelo 675,4648.36
PROD-01868,Dell Gabinete - Modelo 619,2387.48
PROD-01869,Sony Monitor - Modelo 944,2972.02
PROD-01870,ASUS RAM - Modelo 373,206.59
PROD-01871,LG Teclado - Modelo 318,4276.52
PROD-01872,HP Webcam - Modelo 134,4664.82
PROD-01873,Dell SSD - Modelo 535,3541.73
PROD-01874,LG Monitor - Modelo 100,1741.35
PROD-01875,Dell Webcam - Modelo 467,991.64
PROD-01876,ASUS Fuente - Modelo 130,4325.47
PROD-01877,ASUS Fuente - Modelo 513,4631.77
PROD-01878,Samsung SSD - Modelo 862,3784.24
PROD-01879,Logitech Mouse - Modelo 658,411.06
PROD-01880,Samsung Webcam - Modelo 901,3491.9
PROD-01881,Razer SSD - Modelo 301,2530.06
PROD-01882,Corsair Mouse - Modelo 726,1985.04
PROD-01883,Sony Auricular - Modelo 288,2988.37
PROD-01884,Samsung Laptop - Modelo 323,1650.71
PROD-01885,Dell Fuente - Modelo 858,96.51
PROD-01886,Dell Mouse - Modelo 884,4542.74
PROD-01887,HP SSD - Modelo 778,974.95
PROD-01888,Sony Monitor - Modelo 344,271.28
PROD-01889,Kingston Monitor - Modelo 541,930.94
PROD-01890,Razer Webcam - Modelo 740,955.25
PROD-01891,Razer Monitor - Modelo 572,1414.86
PROD-01892,LG Mouse - Modelo 695,3351.9
PROD-01893,LG SSD - Modelo 508,4650.35
PROD-01894,Kingston Laptop - Modelo 893,3838.75
PROD-01895,LG Teclado - Modelo 184,2426.17
PROD-01896,Logitech Teclado - Modelo 563,630.15
PROD-01897,Logitech Laptop - Modelo 811,4012.51
PROD-01898,ASUS SSD - Modelo 146,4405.49
PROD-01899,Sony Mouse - Modelo 524,4809.41
PROD-01900,LG Webcam - Modelo 307,1614.47
PROD-01901,HP Mouse - Modelo 978,2230.35
PROD-01902,Dell Webcam - Modelo 274,4753.39
PROD-01903,HP Fuente - Modelo 343,206.75
PROD-01904,ASUS Teclado - Modelo 755,3859.63
PROD-01905,HP Mouse - Modelo 225,224.84
PROD-01906,Corsair Fuente - Modelo 468,2304.72
PROD-01907,ASUS Webcam - Modelo 383,3358.54
PROD-01908,Razer RAM - Modelo 575,4594.25
PROD-01909,Dell Gabinete - Modelo 772,4269.86
PROD-01910,Logitech Monitor - Modelo 241,4907.31
PROD-01911,Dell Mouse - Modelo 373,3961.73
PROD-01912,Samsung Fuente - Modelo 455,3621.19
PROD-01913,LG Teclado - Modelo 541,3836.02
PROD-01914,HP Teclado - Modelo 863,1183.37
PROD-01915,Corsair Laptop - Modelo 736,3979.63
PROD-01916,HP Monitor - Modelo 542,4495.57
PROD-01917,Logitech RAM - Modelo 396,2377.68
PROD-01918,Dell Fuente - Modelo 605,189.17
PROD-01919,Logitech Fuente - Modelo 992,4718.81
PROD-01920,Razer RAM - Modelo 322,1418.97
PROD-01921,Kingston Gabinete - Modelo 384,1588.44
PROD-01922,Kingston Teclado - Modelo 221,818.78
PROD-01923,Sony Laptop - Modelo 330,4613.57
PROD-01924,Corsair Mouse - Modelo 375,1412.91
PROD-01925,LG Gabinete - Modelo 889,815.4
PROD-01926,Samsung Mouse - Modelo 374,1952.55
PROD-01927,Kingston Auricular - Modelo 318,1353.02
PROD-01928,Logitech Mouse - Modelo 363,2757.29
PROD-01929,Razer SSD - Modelo 465,2464.94
PROD-01930,Samsung SSD - Modelo 586,3884.39
PROD-01931,Corsair Fuente - Modelo 135,3253.98
PROD-01932,Samsung Auricular - Modelo 336,2889.13
PROD-01933,HP Teclado - Modelo 129,2075.08
PROD-01934,Sony Teclado - Modelo 869,2060.16
PROD-01935,Dell Laptop - Modelo 308,406.72
PROD-01936,ASUS RAM - Modelo 874,3399.5
PROD-01937,Samsung RAM - Modelo 206,4733.4
PROD-01938,HP Laptop - Modelo 555,3594.84
PROD-01939,Dell Fuente - Modelo 142,1400.32
PROD-01940,Kingston Auricular - Modelo 591,4427.05
PROD-01941,LG Monitor - Modelo 252,156.69
PROD-01942,HP SSD - Modelo 930,884.15
PROD-01943,Razer Mouse - Modelo 839,959.86
PROD-01944,Razer Teclado - Modelo 347,3053.92
PROD-01945,Logitech Fuente - Modelo 688,734.1
PROD-01946,Corsair Laptop - Modelo 899,2647.97
PROD-01947,Logitech Fuente - Modelo 457,3854.54
PROD-01948,Sony Fuente - Modelo 582,4811.85
PROD-01949,HP Teclado - Modelo 670,3255.64
PROD-01950,Sony Fuente - Modelo 463,1774.47
PROD-01951,Kingston Auricular - Modelo 794,2973.37
PROD-01952,Razer Teclado - Modelo 341,1016.52
PROD-01953,Kingston Fuente - Modelo 268,4237.66
PROD-01954,HP Laptop - Modelo 213,446.25
PROD-01955,Logitech Mouse - Modelo 756,534.02
PROD-01956,ASUS Monitor - Modelo 302,4911.56
PROD-01957,ASUS Monitor - Modelo 604,4730.48
PROD-01958,Kingston Fuente - Modelo 203,380.11
PROD-01959,HP Monitor - Modelo 835,2754.06
PROD-01960,Sony Monitor - Modelo 994,643.45
PROD-01961,ASUS Mouse - Modelo 795,2600.75
PROD-01962,HP Auricular - Modelo 130,1538.15
PROD-01963,Logitech Monitor - Modelo 231,3691.78
PROD-01964,ASUS RAM - Modelo 674,880.83
PROD-01965,Logitech Teclado - Modelo 423,2446.71
PROD-01966,Samsung Gabinete - Modelo 450,769.88
PROD-01967,Razer Laptop - Modelo 451,2917.22
PROD-01968,HP RAM - Modelo 660,2582.42
PROD-01969,Razer Mouse - Modelo 290,2562.44
PROD-01970,Sony Monitor - Modelo 951,1541.98
PROD-01971,Sony Fuente - Modelo 372,1864.55
PROD-01972,ASUS Fuente - Modelo 151,2138.54
PROD-01973,Razer Gabinete - Modelo 686,2869.04
PROD-01974,LG Mouse - Modelo 843,803.73
PROD-01975,Corsair Auricular - Modelo 863,3471.89
PROD-01976,Kingston Laptop - Modelo 136,1886.24
PROD-01977,HP SSD - Modelo 399,3235.35
PROD-01978,Corsair Auricular - Modelo 481,601.13
PROD-01979,ASUS RAM - Modelo 299,1674.81
PROD-01980,ASUS RAM - Modelo 631,3515.94
PROD-01981,Razer Gabinete - Modelo 743,2408.67
PROD-01982,Dell Teclado - Modelo 629,816.29
PROD-01983,Sony SSD - Modelo 700,3112.16
PROD-01984,Logitech Fuente - Modelo 734,4222.27
PROD-01985,Samsung Laptop - Modelo 838,2339.28
PROD-01986,Razer Teclado - Modelo 982,4712.01
PROD-01987,Razer SSD - Modelo 801,1121.39
PROD-01988,LG SSD - Modelo 370,240.37
PROD-01989,Corsair SSD - Modelo 746,3568.2
PROD-01990,Corsair SSD - Modelo 456,4473.53
PROD-01991,Kingston Gabinete - Modelo 849,542.1
PROD-01992,Logitech Gabinete - Modelo 905,162.37
PROD-01993,HP Webcam - Modelo 908,3699.35
PROD-01994,ASUS Fuente - Modelo 912,3329.0
PROD-01995,Razer Webcam - Modelo 457,2850.92
PROD-01996,ASUS Gabinete - Modelo 109,394.3
PROD-01997,LG Fuente - Modelo 954,798.13
PROD-01998,HP Auricular - Modelo 932,4932.2
PROD-01999,HP Auricular - Modelo 868,3700.09
PROD-02000,Razer SSD - Modelo 862,2722.95
PROD-02001,Dell RAM - Modelo 490,4028.85
PROD-02002,Razer SSD - Modelo 916,389.53
PROD-02003,Razer Auricular - Modelo 619,2996.23
PROD-02004,Sony RAM - Modelo 763,1894.01
PROD-02005,Razer Laptop - Modelo 598,3324.37
PROD-02006,HP Gabinete - Modelo 736,4093.21
PROD-02007,HP SSD - Modelo 849,1323.3
PROD-02008,Samsung SSD - Modelo 237,31.09
PROD-02009,Dell Gabinete - Modelo 262,3871.79
PROD-02010,Dell Teclado - Modelo 539,962.96
PROD-02011,HP Mouse - Modelo 102,3398.38
PROD-02012,ASUS Mouse - Modelo 454,1720.39
PROD-02013,Dell RAM - Modelo 855,4308.28
PROD-02014,Dell Mouse - Modelo 193,1426.03
PROD-02015,HP Gabinete - Modelo 888,3804.72
PROD-02016,Razer Laptop - Modelo 746,4717.5
PROD-02017,Dell SSD - Modelo 274,1027.78
PROD-02018,Razer SSD - Modelo 898,2120.11
PROD-02019,HP Gabinete - Modelo 769,3893.41
PROD-02020,Sony Fuente - Modelo 879,51.87
PROD-02021,LG Auricular - Modelo 873,4087.57
PROD-02022,Dell SSD - Modelo 522,4233.82
PROD-02023,Sony Gabinete - Modelo 516,2020.11
PROD-02024,Dell SSD - Modelo 766,47.7
PROD-02025,Corsair Monitor - Modelo 468,447.21
PROD-02026,Razer SSD - Modelo 833,2837.06
PROD-02027,Samsung Mouse - Modelo 405,2148.4
PROD-02028,Dell Monitor - Modelo 769,3119.81
PROD-02029,Dell Fuente - Modelo 594,3583.55
PROD-02030,Logitech RAM - Modelo 513,2571.1
PROD-02031,ASUS RAM - Modelo 408,2070.24
PROD-02032,Samsung RAM - Modelo 422,783.99
PROD-02033,Sony Laptop - Modelo 700,2925.33
PROD-02034,Dell Monitor - Modelo 496,2912.01
PROD-02035,Sony Laptop - Modelo 400,103.78
PROD-02036,Samsung Webcam - Modelo 511,1476.04
PROD-02037,HP Fuente - Modelo 291,2060.66
PROD-02038,HP Gabinete - Modelo 786,1124.5
PROD-02039,Dell Monitor - Modelo 965,1453.9
PROD-02040,Dell Auricular - Modelo 208,1495.58
PROD-02041,Kingston Laptop - Modelo 920,3120.27
PROD-02042,Razer SSD - Modelo 989,3191.72
PROD-02043,LG RAM - Modelo 224,46.98
PROD-02044,ASUS Webcam - Modelo 191,4121.52
PROD-02045,ASUS Monitor - Modelo 953,432.01
PROD-02046,HP Teclado - Modelo 985,4786.97
PROD-02047,Corsair Gabinete - Modelo 321,4794.99
PROD-02048,LG Fuente - Modelo 978,1783.74
PROD-02049,Kingston Teclado - Modelo 844,3106.44
PROD-02050,Corsair Mouse - Modelo 209,427.87
PROD-02051,HP SSD - Modelo 668,405.29
PROD-02052,Corsair Auricular - Modelo 898,4244.74
PROD-02053,Kingston Teclado - Modelo 972,2067.74
PROD-02054,HP Laptop - Modelo 338,3060.24
PROD-02055,Sony RAM - Modelo 403,3011.52
PROD-02056,Corsair Teclado - Modelo 468,2618.34
PROD-02057,LG Teclado - Modelo 828,4862.58
PROD-02058,Logitech Auricular - Modelo 946,3053.44
PROD-02059,Sony SSD - Modelo 527,598.86
PROD-02060,Razer RAM - Modelo 927,4621.75
PROD-02061,Sony Webcam - Modelo 375,2569.59
PROD-02062,ASUS Webcam - Modelo 716,2585.83
PROD-02063,HP Auricular - Modelo 671,4506.8
PROD-02064,ASUS SSD - Modelo 370,127.59
PROD-02065,Dell Auricular - Modelo 456,3552.56
PROD-02066,Razer Gabinete - Modelo 467,2891.13
PROD-02067,Dell Laptop - Modelo 555,132.96
PROD-02068,HP Mouse - Modelo 795,1954.78
PROD-02069,Dell Mouse - Modelo 954,1840.94
PROD-02070,ASUS SSD - Modelo 149,1296.56
PROD-02071,Razer SSD - Modelo 177,4965.4
PROD-02072,ASUS Teclado - Modelo 678,3131.63
PROD-02073,HP Gabinete - Modelo 491,673.83
PROD-02074,HP Laptop - Modelo 993,4950.29
PROD-02075,LG Fuente - Modelo 888,36.45
PROD-02076,Kingston SSD - Modelo 983,4926.52
PROD-02077,HP Laptop - Modelo 829,372.37
PROD-02078,LG Auricular - Modelo 659,2184.33
PROD-02079,Dell Laptop - Modelo 709,3756.24
PROD-02080,Razer Laptop - Modelo 954,1926.53
PROD-02081,Logitech Auricular - Modelo 918,1622.73
PROD-02082,Samsung Teclado - Modelo 177,718.24
PROD-02083,LG RAM - Modelo 157,662.41
PROD-02084,Dell RAM - Modelo 370,2489.11
PROD-02085,Dell Webcam - Modelo 988,1251.51
PROD-02086,Kingston Mouse - Modelo 506,609.46
PROD-02087,Logitech SSD - Modelo 685,4443.48
PROD-02088,LG Gabinete - Modelo 606,3537.78
PROD-02089,Razer Auricular - Modelo 280,1747.41
PROD-02090,Razer Auricular - Modelo 668,936.67
PROD-02091,LG Auricular - Modelo 164,1221.57
PROD-02092,Sony Teclado - Modelo 957,3361.05
PROD-02093,Samsung Teclado - Modelo 407,332.87
PROD-02094,Corsair Mouse - Modelo 236,2056.75
PROD-02095,HP SSD - Modelo 813,291.15
PROD-02096,Razer Gabinete - Modelo 831,2501.27
PROD-02097,Logitech Fuente - Modelo 774,1718.44
PROD-02098,ASUS Fuente - Modelo 484,3596.15
PROD-02099,HP Teclado - Modelo 375,2772.41
PROD-02100,LG Teclado - Modelo 321,4532.63
PROD-02101,Dell Laptop - Modelo 103,4828.36
PROD-02102,Sony Monitor - Modelo 748,337.83
PROD-02103,Razer Auricular - Modelo 836,917.99
PROD-02104,LG Gabinete - Modelo 368,1888.22
PROD-02105,Dell Gabinete - Modelo 739,2362.31
PROD-02106,Kingston Gabinete - Modelo 339,1511.18
PROD-02107,Razer SSD - Modelo 446,4025.29
PROD-02108,Corsair Mouse - Modelo 503,1651.39
PROD-02109,ASUS Laptop - Modelo 202,3305.99
PROD-02110,Samsung Gabinete - Modelo 134,4174.91
PROD-02111,Samsung Fuente - Modelo 110,3367.79
PROD-02112,Dell Laptop - Modelo 891,989.58
PROD-02113,HP Monitor - Modelo 971,1022.0
PROD-02114,ASUS Auricular - Modelo 735,3389.4
PROD-02115,Kingston Auricular - Modelo 152,3269.02
PROD-02116,Dell Teclado - Modelo 472,2388.26
PROD-02117,Samsung Mouse - Modelo 919,1467.69
PROD-02118,ASUS Fuente - Modelo 551,3711.87
PROD-02119,ASUS Mouse - Modelo 475,1891.68
PROD-02120,Corsair RAM - Modelo 870,2040.93
PROD-02121,Corsair Teclado - Modelo 670,2736.76
PROD-02122,Dell Auricular - Modelo 351,522.46
PROD-02123,Dell Auricular - Modelo 964,2668.96
PROD-02124,HP Teclado - Modelo 213,89.77
PROD-02125,ASUS Auricular - Modelo 255,1277.98
PROD-02126,Sony Laptop - Modelo 439,1371.56
PROD-02127,LG SSD - Modelo 202,830.3
PROD-02128,ASUS RAM - Modelo 155,3855.92
PROD-02129,Corsair Laptop - Modelo 340,4348.58
PROD-02130,Razer Teclado - Modelo 242,2989.7
PROD-02131,Logitech Auricular - Modelo 265,3347.66
PROD-02132,HP Auricular - Modelo 134,4978.01
PROD-02133,Kingston Webcam - Modelo 711,4494.99
PROD-02134,Sony Laptop - Modelo 470,1321.17
PROD-02135,Samsung Mouse - Modelo 755,485.46
PROD-02136,ASUS Monitor - Modelo 317,2584.51
PROD-02137,Kingston Fuente - Modelo 454,236.55
PROD-02138,LG Gabinete - Modelo 140,3662.65
PROD-02139,ASUS Mouse - Modelo 680,166.67
PROD-02140,ASUS Fuente - Modelo 146,723.65
PROD-02141,Samsung Teclado - Modelo 847,4965.21
PROD-02142,LG Fuente - Modelo 368,4580.7
PROD-02143,Corsair Webcam - Modelo 158,1462.17
PROD-02144,LG RAM - Modelo 659,2292.68
PROD-02145,Logitech Webcam - Modelo 717,4362.34
PROD-02146,Razer Auricular - Modelo 154,731.29
PROD-02147,LG Webcam - Modelo 612,1780.36
PROD-02148,Dell Gabinete - Modelo 705,906.33
PROD-02149,Dell Mouse - Modelo 438,70.37
PROD-02150,Corsair Laptop - Modelo 511,438.19
PROD-02151,Kingston Mouse - Modelo 138,1936.67
PROD-02152,Razer SSD - Modelo 825,2562.25
PROD-02153,Samsung Mouse - Modelo 694,2911.33
PROD-02154,Razer Fuente - Modelo 772,2359.16
PROD-02155,Corsair SSD - Modelo 478,3710.0
PROD-02156,Logitech Laptop - Modelo 652,2211.37
PROD-02157,ASUS RAM - Modelo 894,1039.83
PROD-02158,ASUS Laptop - Modelo 179,514.65
PROD-02159,Logitech Webcam - Modelo 257,4264.38
PROD-02160,Sony Laptop - Modelo 256,2024.1
PROD-02161,Sony Teclado - Modelo 676,504.29
PROD-02162,Sony Laptop - Modelo 172,4671.77
PROD-02163,Razer Webcam - Modelo 871,2629.56
PROD-02164,LG Laptop - Modelo 523,1039.62
PROD-02165,Sony Teclado - Modelo 442,3440.77
PROD-02166,Samsung SSD - Modelo 587,2187.31
PROD-02167,Logitech Teclado - Modelo 794,1358.78
PROD-02168,Razer Mouse - Modelo 466,1613.3
PROD-02169,ASUS Fuente - Modelo 639,598.77
PROD-02170,Razer Gabinete - Modelo 309,3233.54
PROD-02171,ASUS SSD - Modelo 339,3580.99
PROD-02172,Samsung Auricular - Modelo 776,603.08
PROD-02173,Logitech Webcam - Modelo 870,2409.33
PROD-02174,Logitech Laptop - Modelo 772,2503.47
PROD-02175,Sony Teclado - Modelo 579,2545.15
PROD-02176,LG Laptop - Modelo 752,4452.57
PROD-02177,Logitech SSD - Modelo 469,1173.95
PROD-02178,Logitech SSD - Modelo 589,4268.1
PROD-02179,Dell Laptop - Modelo 132,2232.88
PROD-02180,Samsung Fuente - Modelo 498,3628.63
PROD-02181,Razer Auricular - Modelo 784,336.79
PROD-02182,Logitech Webcam - Modelo 779,2613.73
PROD-02183,Logitech Teclado - Modelo 378,2626.71
PROD-02184,LG Teclado - Modelo 141,2879.27
PROD-02185,LG Webcam - Modelo 567,1970.41
PROD-02186,ASUS Mouse - Modelo 476,1985.69
PROD-02187,Dell RAM - Modelo 386,3298.3
PROD-02188,Sony Gabinete - Modelo 704,1738.64
PROD-02189,Kingston Mouse - Modelo 391,2514.13
PROD-02190,ASUS Fuente - Modelo 655,1965.54
PROD-02191,Corsair Auricular - Modelo 126,4828.82
PROD-02192,Dell SSD - Modelo 751,1547.75
PROD-02193,Kingston Laptop - Modelo 904,4153.51
PROD-02194,Kingston RAM - Modelo 240,1501.34
PROD-02195,Kingston Fuente - Modelo 343,3191.98
PROD-02196,Kingston Fuente - Modelo 255,3816.28
PROD-02197,Corsair Webcam - Modelo 494,1799.58
PROD-02198,ASUS RAM - Modelo 754,3352.44
PROD-02199,Razer RAM - Modelo 336,4939.85
PROD-02200,ASUS Monitor - Modelo 163,2666.31
PROD-02201,Logitech Auricular - Modelo 560,2639.8
PROD-02202,Kingston SSD - Modelo 288,112.13
PROD-02203,ASUS Mouse - Modelo 595,4138.46
PROD-02204,Corsair Teclado - Modelo 242,275.85
PROD-02205,LG Auricular - Modelo 925,4137.76
PROD-02206,Logitech Auricular - Modelo 783,4429.03
PROD-02207,Logitech RAM - Modelo 600,1056.35
PROD-02208,Razer Gabinete - Modelo 963,4673.22
PROD-02209,Razer SSD - Modelo 461,4726.54
PROD-02210,Razer Mouse - Modelo 710,3440.75
PROD-02211,Sony SSD - Modelo 361,2854.01
PROD-02212,HP Mouse - Modelo 684,4086.08
PROD-02213,LG Laptop - Modelo 734,1193.72
PROD-02214,Kingston Auricular - Modelo 173,2196.54
PROD-02215,Samsung SSD - Modelo 863,4320.81
PROD-02216,LG Webcam - Modelo 936,2659.38
PROD-02217,Razer Auricular - Modelo 268,1362.84
PROD-02218,LG Fuente - Modelo 559,3132.72
PROD-02219,Corsair RAM - Modelo 158,1932.74
PROD-02220,HP Webcam - Modelo 887,4666.43
PROD-02221,LG Webcam - Modelo 287,1583.06
PROD-02222,Razer SSD - Modelo 459,2265.21
PROD-02223,Samsung Monitor - Modelo 781,3669.43
PROD-02224,Samsung SSD - Modelo 566,3411.07
PROD-02225,Sony Auricular - Modelo 579,528.32
PROD-02226,Dell Laptop - Modelo 816,4999.77
PROD-02227,HP Monitor - Modelo 660,133.85
PROD-02228,ASUS Fuente - Modelo 589,2152.3
PROD-02229,Kingston Webcam - Modelo 975,455.78
PROD-02230,Logitech Webcam - Modelo 607,3718.35
PROD-02231,Dell Teclado - Modelo 964,325.26
PROD-02232,Sony Webcam - Modelo 893,1955.12
PROD-02233,Razer Laptop - Modelo 858,2387.55
PROD-02234,Kingston Auricular - Modelo 917,3575.78
PROD-02235,Kingston RAM - Modelo 163,3754.61
PROD-02236,ASUS Teclado - Modelo 174,3358.2
PROD-02237,ASUS Monitor - Modelo 490,3945.64
PROD-02238,Sony Mouse - Modelo 933,4364.44
PROD-02239,ASUS Mouse - Modelo 504,2503.92
PROD-02240,Samsung Auricular - Modelo 768,2254.19
PROD-02241,Dell RAM - Modelo 643,3052.94
PROD-02242,Dell Gabinete - Modelo 671,4502.05
PROD-02243,Corsair SSD - Modelo 976,547.77
PROD-02244,HP Fuente - Modelo 209,4965.13
PROD-02245,Sony Webcam - Modelo 288,604.52
PROD-02246,Sony RAM - Modelo 484,2420.18
PROD-02247,Sony Laptop - Modelo 393,1077.24
PROD-02248,Logitech Teclado - Modelo 599,4869.9
PROD-02249,Samsung Gabinete - Modelo 528,130.13
PROD-02250,HP Monitor - Modelo 584,3184.53
PROD-02251,Sony Mouse - Modelo 240,1427.16
PROD-02252,ASUS Webcam - Modelo 508,3979.33
PROD-02253,LG Gabinete - Modelo 144,1875.43
PROD-02254,Kingston Auricular - Modelo 676,2230.64
PROD-02255,Samsung SSD - Modelo 140,460.69
PROD-02256,Logitech Gabinete - Modelo 534,3991.97
PROD-02257,ASUS Laptop - Modelo 587,3175.43
PROD-02258,HP Teclado - Modelo 534,2831.65
PROD-02259,Dell SSD - Modelo 602,400.44
PROD-02260,Kingston Auricular - Modelo 492,2433.05
PROD-02261,LG Laptop - Modelo 942,1106.84
PROD-02262,HP SSD - Modelo 919,2920.63
PROD-02263,ASUS Mouse - Modelo 522,157.71
PROD-02264,Razer Monitor - Modelo 521,1335.93
PROD-02265,Corsair SSD - Modelo 108,260.33
PROD-02266,HP Laptop - Modelo 672,889.83
PROD-02267,Kingston RAM - Modelo 957,3638.13
PROD-02268,Corsair SSD - Modelo 831,3442.74
PROD-02269,Kingston SSD - Modelo 884,4816.34
PROD-02270,Corsair Webcam - Modelo 784,3858.09
PROD-02271,LG Mouse - Modelo 387,1262.31
PROD-02272,Logitech Webcam - Modelo 664,624.87
